Date,Site,Account,Keyword,Market,Location,Device,Tags,Rank,Base_Rank,Url,Advertiser_Competition,Global_Monthly_Searches,Regional_Monthly_Searches,CPC
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,balance transfers,US-en,,smartphone,"better money habits, credit",27,20,bettermoneyhabits.bankofamerica.com/en/credit/balance-transfer-tips,0.794978,33100,12100,14.85
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,bank account questions,US-en,,smartphone,"better money habits, personal banking",1,1,bettermoneyhabits.bankofamerica.com/en/personal-banking/choosing-bank-account-questions,0.22959200000000002,50,20,0.7
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,bank fees,US-en,,smartphone,"better money habits, personal banking",1,1,bettermoneyhabits.bankofamerica.com/en/personal-banking/avoid-bank-fees,0.0625,2900,1000,3.81
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,banking basics,US-en,,smartphone,"better money habits, personal banking",0,0,,0.06870230000000001,4400,320,8.08
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,banking security tips,US-en,,smartphone,"better money habits, privacy and security",3,3,bettermoneyhabits.bankofamerica.com/en/privacy-security/online-security-privacy-tips,0.0,30,10,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,benefits of owning,US-en,,smartphone,"better money habits, home ownership",20,19,bettermoneyhabits.bankofamerica.com/en/home-ownership/renting-owning-house,0.0285714,10,10,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,benefits of refinancing,US-en,,smartphone,"better money habits, home ownership",4,4,bettermoneyhabits.bankofamerica.com/en/home-ownership/top-five-reasons-to-refinance,0.594016,1000,1000,7.84
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,benefits of renting,US-en,,smartphone,"better money habits, home ownership",9,9,bettermoneyhabits.bankofamerica.com/en/home-ownership/renting-owning-house,0.065032,880,210,0.43
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best child savings accounts,US-en,,smartphone,"better money habits, personal banking",0,0,,0.258187,6600,1000,5.56
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best credit card reward programs,US-en,,smartphone,"better money habits, credit",16,16,bettermoneyhabits.bankofamerica.com/en/credit/choosing-a-rewards-credit-card,0.498475,1000,720,5.09
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best credit card rewards program,US-en,,smartphone,"better money habits, credit",22,19,bettermoneyhabits.bankofamerica.com/en/credit/choosing-a-rewards-credit-card,0.498475,1000,720,5.09
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best credit card rewards programs,US-en,,smartphone,"better money habits, credit",24,24,bettermoneyhabits.bankofamerica.com/en/credit/choosing-a-rewards-credit-card,0.498475,1000,720,5.09
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best kids savings account,US-en,,smartphone,"better money habits, personal banking",0,0,,0.428016,8100,3600,5.17
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best kids savings accounts,US-en,,smartphone,"better money habits, personal banking",0,0,,0.428016,8100,3600,5.17
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best savings account for kids,US-en,,smartphone,"better money habits, personal banking",16,12,bettermoneyhabits.bankofamerica.com/en/personal-banking/best-savings-accounts-for-kids,0.428016,8100,3600,5.17
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best savings accounts for kids,US-en,,smartphone,"better money habits, personal banking",18,14,bettermoneyhabits.bankofamerica.com/en/personal-banking/best-savings-accounts-for-kids,0.428016,8100,3600,5.17
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,best way to use credit card,US-en,,smartphone,"better money habits, credit",20,15,bettermoneyhabits.bankofamerica.com/en/credit/first-credit-card,0.054045800000000005,1300,880,9.22
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,better to lease or buy a car,US-en,,smartphone,"better money habits, auto",12,8,bettermoneyhabits.bankofamerica.com/en/auto/lease-or-buy-car,0.116094,1300,1000,2.55
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,bill organizer,US-en,,smartphone,"better money habits, saving and budgeting",12,8,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/bill-organizer,1.0,6600,6600,0.49
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,billetera digital,US-es,,smartphone,"better money habits, personal banking",5,2,bettermoneyhabits.bankofamerica.com/es/personal-banking/what-is-a-digital-wallet,0.74127,1600,50,3.44
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,borrowing money,US-en,,smartphone,"better money habits, personal banking",11,10,bettermoneyhabits.bankofamerica.com/en/personal-banking/preparing-your-child-to-make-borrowing-decisions,0.810335,27100,12100,4.02
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budget planner,US-en,,smartphone,"better money habits, overview",95,90,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/creating-a-budget,0.999941,49500,22200,1.1
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budget spreadsheet,US-en,,smartphone,"better money habits, saving and budgeting",20,15,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/creating-a-budget,0.28523000000000004,18100,12100,5.94
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budgeting,US-en,,smartphone,"better money habits, saving and budgeting",15,10,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/creating-a-budget,0.224098,1000000,301000,0.74
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budgeting for a wedding,US-en,,smartphone,"better money habits, saving and budgeting",0,0,,0.61283,14800,9900,2.04
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budgeting for an apartment,US-en,,smartphone,"better money habits, home ownership",0,0,,0.151539,880,590,1.43
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budgeting for teens,US-en,,smartphone,"better money habits, saving and budgeting",4,3,bettermoneyhabits.bankofamerica.com/en/personal-banking/teaching-children-how-to-budget,0.166667,880,590,5.04
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budgeting tips,US-en,,smartphone,"better money habits, saving and budgeting",13,9,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/ways-to-save-money,0.19834100000000002,8100,5400,2.47
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,budgeting tips for students,US-en,,smartphone,"better money habits, personal banking",75,71,bettermoneyhabits.bankofamerica.com/en/personal-banking/teaching-children-how-to-budget,0.021699799999999998,210,30,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,building credit,US-en,,smartphone,"better money habits, credit",4,4,bettermoneyhabits.bankofamerica.com/en/credit/start-building-credit,0.820451,14800,12100,5.89
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,building credit from scratch,US-en,,smartphone,"better money habits, credit",3,2,bettermoneyhabits.bankofamerica.com/en/credit/start-building-credit,0.42685,170,140,4.54
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buy car online,US-en,,smartphone,"better money habits, auto",35,31,bettermoneyhabits.bankofamerica.com/en/auto/how-to-buy-a-car-online,0.900867,60500,40500,5.26
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buy car online without dealer,US-en,,smartphone,"better money habits, auto",77,74,bettermoneyhabits.bankofamerica.com/en/auto/car-loan-from-bank-vs-dealer,0.323077,70,50,7.5
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buy or lease a car,US-en,,smartphone,"better money habits, auto",12,8,bettermoneyhabits.bankofamerica.com/en/auto/lease-or-buy-car,0.16159300000000001,9900,8100,2.32
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying a first home,US-en,,smartphone,"better money habits, home ownership",0,0,,0.5630470000000001,18100,5400,3.43
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying a house with low down payment,US-en,,smartphone,"better money habits, home ownership",3,2,bettermoneyhabits.bankofamerica.com/en/home-ownership/buying-a-house-with-low-down-payment,0.508042,110,110,3.83
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying a new car,US-en,,smartphone,"better money habits, auto",0,0,,0.6409159999999999,14800,6600,3.47
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying a second home,US-en,,smartphone,"better money habits, home ownership",5,4,bettermoneyhabits.bankofamerica.com/en/home-ownership/buying-second-home,0.277396,5400,2400,3.71
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying a used car,US-en,,smartphone,"better money habits, auto",0,0,,0.777035,74000,40500,2.99
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying first car for teenager,US-en,,smartphone,"better money habits, auto",10,6,bettermoneyhabits.bankofamerica.com/en/auto/first-car-for-teenager,0.137363,20,10,6.71
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying my first home,US-en,,smartphone,"better money habits, home ownership",0,0,,0.514968,880,590,4.25
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying new car online,US-en,,smartphone,"better money habits, auto",60,56,bettermoneyhabits.bankofamerica.com/en/auto/how-to-buy-a-car-online,0.836622,4400,2900,4.57
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying vs leasing,US-en,,smartphone,"better money habits, auto",14,9,bettermoneyhabits.bankofamerica.com/en/auto/lease-or-buy-car,0.102951,9900,9900,1.51
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,buying your first car,US-en,,smartphone,"better money habits, auto",1,1,bettermoneyhabits.bankofamerica.com/en/auto/buying-your-first-car,0.180482,1000,590,3.95
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,calculate state income tax,US-en,,smartphone,"better money habits, taxes and income",2,2,bettermoneyhabits.bankofamerica.com/en/taxes-income/calculating-state-income-taxes,0.0388221,2900,2900,2.73
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,calculating apr,US-en,,smartphone,"better money habits, credit",8,7,bettermoneyhabits.bankofamerica.com/en/credit/what-is-apr,0.00987741,49500,40500,1.91
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,car buying,US-en,,smartphone,"better money habits, auto",0,0,,0.764848,165000,60500,3.52
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,car incentives,US-en,,smartphone,"better money habits, auto",18,16,bettermoneyhabits.bankofamerica.com/en/auto/understanding-car-incentives,0.35681399999999996,1600,1300,2.36
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,car payment questions when buying a car,US-en,,smartphone,"better money habits, auto",1,1,bettermoneyhabits.bankofamerica.com/en/auto/what-impacts-my-car-payments,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cargos bancarios,US-es,,smartphone,"better money habits, personal banking",1,1,bettermoneyhabits.bankofamerica.com/es/personal-banking/avoid-bank-fees,0.0168067,390,10,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cars for veterans,US-en,,smartphone,"better money habits, auto",31,25,bettermoneyhabits.bankofamerica.com/en/auto/cars-for-veterans,0.784804,1900,1000,48.75
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cash out refinance vs heloc,US-en,,smartphone,"better money habits, home ownership",0,0,,0.432209,1000,1000,10.36
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cd vs money market,US-en,,smartphone,"better money habits, saving and budgeting",25,23,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/money-market-vs-cd-vs-savings,0.07852,1900,1900,2.94
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cd vs savings,US-en,,smartphone,"better money habits, saving and budgeting",7,7,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/money-market-vs-cd-vs-savings,0.0223214,1000,1000,1.82
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,changing jobs,US-en,,smartphone,"better money habits, taxes and income",0,0,,0.181041,6600,1300,4.58
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking account features,US-en,,smartphone,"better money habits, personal banking",4,3,bettermoneyhabits.bankofamerica.com/en/personal-banking/checking-account-information,0.188406,140,110,14.49
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking account info,US-en,,smartphone,"better money habits, personal banking",0,0,,0.343465,50,40,17.34
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking account information,US-en,,smartphone,"better money habits, personal banking",0,0,,0.163551,260,210,13.1
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking account tips,US-en,,smartphone,"better money habits, personal banking",0,0,,0.08571430000000001,10,10,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking credit report,US-en,,smartphone,"better money habits, credit",25,24,bettermoneyhabits.bankofamerica.com/en/credit/checking-credit-report,0.895951,5400,2400,12.39
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking vs savings,US-en,,smartphone,"better money habits, personal banking",9,6,bettermoneyhabits.bankofamerica.com/en/personal-banking/the-difference-between-checking-and-savings-account,0.0564784,1900,1600,20.19
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,checking vs savings account,US-en,,smartphone,"better money habits, personal banking",10,6,bettermoneyhabits.bankofamerica.com/en/personal-banking/the-difference-between-checking-and-savings-account,0.0604477,6600,4400,20.58
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,choosing a bank account,US-en,,smartphone,"better money habits, personal banking",20,16,bettermoneyhabits.bankofamerica.com/en/personal-banking/choosing-bank-account-questions,0.416149,70,20,11.49
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,choosing an apartment,US-en,,smartphone,"better money habits, home ownership",100,96,bettermoneyhabits.bankofamerica.com/en/home-ownership/how-to-get-a-good-deal-on-rent,0.0298507,50,30,0.39
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college financial aid for adults,US-en,,smartphone,"better money habits, college",16,12,bettermoneyhabits.bankofamerica.com/en/college/college-financial-aid-for-adults,0.766917,30,30,11.84
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college financial planning,US-en,,smartphone,"better money habits, college",0,0,,0.26715500000000003,5400,4400,2.89
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college funding solutions,US-en,,smartphone,"better money habits, college",0,0,,0.342044,260,210,6.84
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college saving plans,US-en,,smartphone,"better money habits, college",0,0,,0.41088800000000003,9900,9900,5.41
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college savings,US-en,,smartphone,"better money habits, college",79,73,bettermoneyhabits.bankofamerica.com/en/college/4-questions-about-saving-money-for-college,0.20838099999999998,6600,6600,6.18
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college savings options,US-en,,smartphone,"better money habits, college",0,0,,0.273279,390,390,6.61
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,college tuition savings plan,US-en,,smartphone,"better money habits, college",0,0,,0.431746,70,70,5.72
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,commonly missed tax deductions,US-en,,smartphone,"better money habits, taxes and income",15,14,bettermoneyhabits.bankofamerica.com/en/taxes-income/commonly-missed-federal-income-tax-deductions,0.10640799999999999,170,170,10.84
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como dar dinero como regalo,US-es,,smartphone,"better money habits, saving and budgeting",3,2,bettermoneyhabits.bankofamerica.com/es/saving-budgeting/ways-to-give-money-as-a-gift,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como encontrar la tarjeta de credito adecuada,US-es,,smartphone,"better money habits, credit",1,1,bettermoneyhabits.bankofamerica.com/es/credit/finding-the-right-credit-card,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como evitar cargos bancarios,US-es,,smartphone,"better money habits, personal banking",1,1,bettermoneyhabits.bankofamerica.com/es/personal-banking/avoid-bank-fees,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como funciona una tarjeta de debito,US-es,,smartphone,"better money habits, saving and budgeting",0,0,,0.047619,1000,40,1.64
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como pagar con su telefono,US-es,,smartphone,"better money habits, personal banking",1,1,bettermoneyhabits.bankofamerica.com/es/personal-banking/how-to-use-your-mobile-wallet,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como proteger su credito,US-es,,smartphone,"better money habits, credit",4,4,bettermoneyhabits.bankofamerica.com/es/privacy-security/freezing-your-credit,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como proteger su smartphone,US-es,,smartphone,"better money habits, privacy and security",0,0,,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como usar el valor acumulado de la vivienda,US-es,,smartphone,"better money habits, home ownership",1,1,bettermoneyhabits.bankofamerica.com/es/home-ownership/evaluating-home-equity,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como usar la linea de credito sobre el valor acumulado de la vivienda,US-es,,smartphone,"better money habits, home ownership",1,1,bettermoneyhabits.bankofamerica.com/es/home-ownership/benefits-of-using-home-equity,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,como utilizar una tarjeta de debito,US-es,,smartphone,"better money habits, saving and budgeting",11,9,bettermoneyhabits.bankofamerica.com/es/saving-budgeting/managing-your-first-debit-card,0.0952381,90,10,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,computer security threat,US-en,,smartphone,"better money habits, privacy and security",0,0,,0.353383,1300,170,4.46
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,consejos de seguridad de tarjetas de credito,US-es,,smartphone,"better money habits, credit",2,2,bettermoneyhabits.bankofamerica.com/es/credit/credit-card-protection,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,consejos de seguridad en internet,US-es,,smartphone,"better money habits, privacy and security",13,12,bettermoneyhabits.bankofamerica.com/es/privacy-security/internet-safety-and-security-essentials,0.0,110,10,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,consejos de seguridad para smartphone,US-es,,smartphone,"better money habits, privacy and security",15,14,bettermoneyhabits.bankofamerica.com/es/privacy-security/smartphone-security-tips,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,consolidating student loans,US-en,,smartphone,"better money habits, college",29,25,bettermoneyhabits.bankofamerica.com/en/college/consolidating-student-loans,0.901575,22200,22200,38.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,coronavirus and your money,US-en,,smartphone,"better money habits, saving and budgeting",45,44,bettermoneyhabits.bankofamerica.com/en/coronavirus-financial-tips,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,coronavirus pandemic finance,US-en,,smartphone,"better money habits, saving and budgeting",0,0,,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cosigner responsibilities,US-en,,smartphone,"better money habits, debt",17,16,bettermoneyhabits.bankofamerica.com/en/debt/cosigner-responsibilities,0.011031399999999998,210,170,3.45
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of buying a house,US-en,,smartphone,"better money habits, home ownership",34,29,bettermoneyhabits.bankofamerica.com/en/home-ownership/closer-look-at-closing-costs,0.0683678,6600,1600,4.58
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of caregiving,US-en,,smartphone,"better money habits, saving and budgeting",21,16,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/coping-with-the-cost-of-caregiving,0.507105,210,170,3.6
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of college,US-en,,smartphone,"better money habits, college",20,17,bettermoneyhabits.bankofamerica.com/en/college/cost-of-college,0.10536199999999998,4400,3600,3.78
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of college education,US-en,,smartphone,"better money habits, college",34,31,bettermoneyhabits.bankofamerica.com/en/college/cost-of-college,0.0639098,320,260,4.16
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of credit cards,US-en,,smartphone,"better money habits, credit",26,22,bettermoneyhabits.bankofamerica.com/en/credit/cost-of-paying-minimum-on-credit-cards,0.24140999999999999,390,170,5.03
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of living comparison,US-en,,smartphone,"better money habits, home ownership",0,0,,0.025234599999999996,110000,74000,2.32
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of owning a car,US-en,,smartphone,"better money habits, auto",11,11,bettermoneyhabits.bankofamerica.com/en/auto/cost-of-owning-a-car,0.016258,3600,2900,3.11
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,cost of using credit,US-en,,smartphone,"better money habits, credit",34,31,bettermoneyhabits.bankofamerica.com/en/credit/cost-of-paying-minimum-on-credit-cards,0.00549451,40,20,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,costos de renovacion de una casa,US-es,,smartphone,"better money habits, home ownership",5,4,bettermoneyhabits.bankofamerica.com/es/home-ownership/home-renovation-tips,0.0,0,0,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,costs of buying a home,US-en,,smartphone,"better money habits, home ownership",33,31,bettermoneyhabits.bankofamerica.com/en/home-ownership/closer-look-at-closing-costs,0.09280089999999999,1600,1000,3.41
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,costs of health insurance,US-en,,smartphone,"better money habits, taxes and income",0,0,,0.736483,6600,5400,9.01
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,costs of raising a child,US-en,,smartphone,"better money habits, saving and budgeting",0,0,,0.122299,4400,3600,2.61
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,couples and money,US-en,,smartphone,"better money habits, saving and budgeting",36,33,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/manage-money-as-a-couple,0.0116279,140,90,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,creating a budget,US-en,,smartphone,"better money habits, saving and budgeting",2,2,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/creating-a-budget,0.336728,6600,5400,3.61
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,creating a strong password,US-en,,smartphone,"better money habits, privacy and security",33,29,bettermoneyhabits.bankofamerica.com/en/privacy-security/how-to-create-a-strong-password,0.220779,3600,1000,1.95
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,creating an emergency fund,US-en,,smartphone,"better money habits, overview",16,12,bettermoneyhabits.bankofamerica.com/en/saving-budgeting/emergency-fund-tips,0.146474,140,70,3.32
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit boost,US-en,,smartphone,"better money habits, credit",0,0,,0.566226,12100,9900,4.38
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card balance transfer,US-en,,smartphone,"better money habits, credit",22,15,bettermoneyhabits.bankofamerica.com/en/debt/how-do-balance-transfers-work,0.921117,110000,49500,15.91
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card basics,US-en,,smartphone,"better money habits, personal banking",28,26,bettermoneyhabits.bankofamerica.com/en/personal-banking/explaining-credit-cards-for-teens,0.046762599999999994,390,210,2.37
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card cash advance,US-en,,smartphone,"better money habits, credit",3,3,bettermoneyhabits.bankofamerica.com/en/credit/what-is-a-credit-card-cash-advance,0.0006917669999999999,14800,9900,4.07
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card cash advance fee,US-en,,smartphone,"better money habits, credit",5,4,bettermoneyhabits.bankofamerica.com/en/credit/what-is-a-credit-card-cash-advance,0.0,1300,480,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card debt management,US-en,,smartphone,"better money habits, debt",22,21,bettermoneyhabits.bankofamerica.com/en/debt/credit-card-debt-management,0.591429,110,70,19.1
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card facts,US-en,,smartphone,"better money habits, credit",0,0,,0.0860692,590,390,2.61
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card fraud protection,US-en,,smartphone,"better money habits, credit",11,11,bettermoneyhabits.bankofamerica.com/en/credit/dealing-with-credit-card-fraud,0.665086,390,260,17.34
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card limit,US-en,,smartphone,"better money habits, credit",9,8,bettermoneyhabits.bankofamerica.com/en/credit/understanding-your-credit-limit,0.170493,6600,2900,2.88
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card protection,US-en,,smartphone,"better money habits, credit",4,4,bettermoneyhabits.bankofamerica.com/en/credit/credit-card-protection,1.0,5400,1900,3.62
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card safety,US-en,,smartphone,"better money habits, credit",2,2,bettermoneyhabits.bankofamerica.com/en/credit/credit-card-protection,0.678571,720,390,3.8
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit card safety tips,US-en,,smartphone,"better money habits, credit",1,1,bettermoneyhabits.bankofamerica.com/en/credit/credit-card-protection,0.08571430000000001,140,50,0.0
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit cards for teens,US-en,,smartphone,"better money habits, personal banking",32,30,bettermoneyhabits.bankofamerica.com/en/personal-banking/explaining-credit-cards-for-teens,0.550246,5400,4400,5.42
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit counseling,US-en,,smartphone,"better money habits, debt",0,0,,0.7880050000000001,14800,9900,20.05
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit counseling services,US-en,,smartphone,"better money habits, debt",0,0,,0.7058939999999999,4400,3600,18.91
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit facts,US-en,,smartphone,"better money habits, credit",0,0,,0.126853,720,590,2.16
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit limit,US-en,,smartphone,"better money habits, credit",6,3,bettermoneyhabits.bankofamerica.com/en/credit/understanding-your-credit-limit,0.11238699999999999,8100,2900,4.21
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit management,US-en,,smartphone,"better money habits, credit",25,18,bettermoneyhabits.bankofamerica.com/en/credit,0.188997,14800,4400,4.7
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit report,US-en,,smartphone,"better money habits, credit",26,25,bettermoneyhabits.bankofamerica.com/en/credit/how-to-read-a-credit-report,0.9216530000000001,110000,74000,14.41
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit score factors,US-en,,smartphone,"better money habits, credit",0,0,,0.0624539,1300,1000,3.14
2020-09-07,bettermoneyhabits.bankofamerica.com/,bankofamerica,credit score questions,US-en,,smartphone,"better money habits, credit",11,7,bettermoneyhabits.bankofamerica.com/en/credit/top-credit-questions,0.41326499999999994,170,140,5.09
